"SUBJECT","ACTIVITY_NAME","tBodyAcc-mean()-X","tBodyAcc-mean()-Y","tBodyAcc-mean()-Z","tBodyAcc-std()-X","tBodyAcc-std()-Y","tBodyAcc-std()-Z","tGravityAcc-mean()-X","tGravityAcc-mean()-Y","tGravityAcc-mean()-Z","tGravityAcc-std()-X","tGravityAcc-std()-Y","tGravityAcc-std()-Z","tBodyAccJerk-mean()-X","tBodyAccJerk-mean()-Y","tBodyAccJerk-mean()-Z","tBodyAccJerk-std()-X","tBodyAccJerk-std()-Y","tBodyAccJerk-std()-Z","tBodyGyro-mean()-X","tBodyGyro-mean()-Y","tBodyGyro-mean()-Z","tBodyGyro-std()-X","tBodyGyro-std()-Y","tBodyGyro-std()-Z","tBodyGyroJerk-mean()-X","tBodyGyroJerk-mean()-Y","tBodyGyroJerk-mean()-Z","tBodyGyroJerk-std()-X","tBodyGyroJerk-std()-Y","tBodyGyroJerk-std()-Z","tBodyAccMag-mean()","tBodyAccMag-std()","tGravityAccMag-mean()","tGravityAccMag-std()","tBodyAccJerkMag-mean()","tBodyAccJerkMag-std()","tBodyGyroMag-mean()","tBodyGyroMag-std()","tBodyGyroJerkMag-mean()","tBodyGyroJerkMag-std()","fBodyAcc-mean()-X","fBodyAcc-mean()-Y","fBodyAcc-mean()-Z","fBodyAcc-std()-X","fBodyAcc-std()-Y","fBodyAcc-std()-Z","fBodyAcc-meanFreq()-X","fBodyAcc-meanFreq()-Y","fBodyAcc-meanFreq()-Z","fBodyAccJerk-mean()-X","fBodyAccJerk-mean()-Y","fBodyAccJerk-mean()-Z","fBodyAccJerk-std()-X","fBodyAccJerk-std()-Y","fBodyAccJerk-std()-Z","fBodyAccJerk-meanFreq()-X","fBodyAccJerk-meanFreq()-Y","fBodyAccJerk-meanFreq()-Z","fBodyGyro-mean()-X","fBodyGyro-mean()-Y","fBodyGyro-mean()-Z","fBodyGyro-std()-X","fBodyGyro-std()-Y","fBodyGyro-std()-Z","fBodyGyro-meanFreq()-X","fBodyGyro-meanFreq()-Y","fBodyGyro-meanFreq()-Z","fBodyAccMag-mean()","fBodyAccMag-std()","fBodyAccMag-meanFreq()","fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag-meanFreq()","fBodyBodyGyroMag-mean()","fBodyBodyGyroMag-std()","fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag-meanFreq()"
4,"WALKING_UPSTAIRS",0.270877,-0.0319804,-0.114219,-0.204933,-0.0666899,-0.372138,0.946264,-0.232944,0.0841675,-0.958495,-0.923376,-0.919619,0.0560972,0.0234019,0.00340281,-0.380488,-0.281543,-0.726495,0.0393825,-0.0859472,0.0843754,-0.454431,-0.551186,-0.360811,-0.131472,-0.0390509,-0.0722496,-0.533667,-0.840723,-0.556237,-0.153704,-0.212012,-0.153704,-0.212012,-0.400922,-0.437261,-0.299779,-0.510974,-0.686978,-0.75527,-0.294488,-0.117109,-0.524656,-0.173217,-0.101434,-0.34511,-0.486812,-0.0662348,-0.230537,-0.418305,-0.297805,-0.690107,-0.396763,-0.314525,-0.762772,-0.379654,-0.392702,-0.319649,-0.371069,-0.68431,-0.350766,-0.483549,-0.489824,-0.424534,-0.206073,-0.491528,-0.130134,-0.276825,-0.301006,-0.108017,-0.397406,-0.497324,0.0497463,-0.575794,-0.55249,-0.150274,-0.740749,-0.794209,0.179517
5,"LAYING",0.278334,-0.0183042,-0.107938,-0.965935,-0.969296,-0.968563,-0.483471,0.95489,0.263645,-0.945695,-0.985964,-0.977077,0.0848165,0.00747461,-0.00304067,-0.983308,-0.96456,-0.985419,-0.0218935,-0.079871,0.159894,-0.979499,-0.977427,-0.960584,-0.102114,-0.0404447,-0.070831,-0.983422,-0.983759,-0.98968,-0.966778,-0.958613,-0.966778,-0.958613,-0.980141,-0.977477,-0.946938,-0.958288,-0.986419,-0.983771,-0.968742,-0.96542,-0.977008,-0.964954,-0.972909,-0.965882,-0.135632,0.466528,0.132311,-0.98269,-0.965329,-0.98325,-0.985625,-0.966243,-0.986136,0.239915,0.195677,0.0916939,-0.975797,-0.97825,-0.963203,-0.980706,-0.977258,-0.963306,-0.0227236,0.0681248,0.04136,-0.962235,-0.962525,0.292032,-0.977356,-0.976382,0.197005,-0.968257,-0.959263,0.102442,-0.984618,-0.983434,0.0247367
5,"SITTING",0.273694,-0.00990084,-0.10854,-0.980945,-0.904335,-0.926095,0.880731,0.168446,0.143007,-0.983138,-0.939943,-0.945009,0.0749577,-0.00278773,0.0033861,-0.975205,-0.952786,-0.973437,-0.0422355,-0.0835484,0.0823934,-0.966225,-0.950064,-0.940638,-0.0889748,-0.0454703,-0.0487715,-0.966037,-0.975434,-0.964879,-0.937978,-0.920939,-0.937978,-0.920939,-0.96932,-0.965758,-0.934302,-0.931415,-0.973848,-0.970393,-0.977451,-0.921435,-0.946064,-0.982591,-0.902292,-0.921844,-0.020933,0.068459,0.0403162,-0.976025,-0.954237,-0.969501,-0.976531,-0.954464,-0.976022,0.0757356,-0.131862,-0.0644961,-0.957117,-0.95546,-0.938003,-0.96939,-0.947571,-0.947346,0.125891,-0.187706,0.0966834,-0.936291,-0.925669,0.0586075,-0.96444,-0.966545,0.245937,-0.94476,-0.934747,-0.0057835,-0.971598,-0.970675,0.0812901
5,"STANDING",0.282544,-0.00700419,-0.102171,-0.968592,-0.86944,-0.869327,0.960189,-0.0387101,0.138638,-0.974088,-0.931974,-0.914608,0.072519,-0.0022199,-0.0122812,-0.962647,-0.931217,-0.963832,-0.0322712,-0.0509875,0.0690946,-0.910395,-0.933738,-0.907472,-0.092225,-0.0399108,-0.0422221,-0.94193,-0.961178,-0.944755,-0.906105,-0.879774,-0.906105,-0.879774,-0.956864,-0.942962,-0.900672,-0.867042,-0.958406,-0.947971,-0.964501,-0.890796,-0.915084,-0.970668,-0.867933,-0.858231,-0.0164067,-0.00894413,-0.0282875,-0.963059,-0.93137,-0.958439,-0.965779,-0.936203,-0.968072,0.150463,-0.143682,-0.0333637,-0.909662,-0.939374,-0.907191,-0.912781,-0.931858,-0.916789,-0.178598,-0.162945,-0.10918,-0.904641,-0.886745,-0.0169422,-0.941826,-0.943602,0.140972,-0.904544,-0.868914,-0.157769,-0.952286,-0.946196,-0.0393136
5,"WALKING",0.277842,-0.017285,-0.107742,-0.294099,0.0767484,-0.457021,0.972625,-0.10044,0.00247624,-0.979348,-0.961585,-0.964581,0.0845889,-0.0163194,8.32159e-05,-0.302891,-0.0910397,-0.612895,-0.048892,-0.0690135,0.0815435,-0.490877,-0.504622,-0.318701,-0.0888408,-0.044956,-0.048268,-0.357681,-0.571438,-0.157683,-0.158339,-0.377179,-0.158339,-0.377179,-0.288333,-0.282242,-0.355933,-0.492177,-0.444532,-0.4892,-0.287783,0.00946038,-0.490251,-0.297517,0.0426027,-0.48306,-0.322382,-0.00204051,0.024739,-0.344955,-0.181056,-0.590497,-0.32139,-0.0545214,-0.63343,-0.359373,-0.53405,-0.344151,-0.372669,-0.513952,-0.213127,-0.529393,-0.502683,-0.420367,-0.0458602,-0.019186,0.167458,-0.304992,-0.519637,0.149853,-0.269482,-0.305685,-0.00497288,-0.484263,-0.589742,0.250621,-0.548054,-0.455665,0.052733
5,"WALKING_DOWNSTAIRS",0.293544,-0.00850108,-0.10032,0.275046,0.0907631,-0.325891,0.956649,-0.0607578,0.0216778,-0.950491,-0.912363,-0.927193,0.109651,0.0137618,0.0213398,0.0322416,0.0473612,-0.522652,-0.0682946,-0.0707806,0.080656,-0.460647,-0.409134,-0.227869,-0.110149,-0.0708297,-0.0399657,-0.411302,-0.514591,-0.0344217,0.211139,0.205422,0.211139,0.205422,-0.0637529,-0.0292571,-0.21803,-0.360678,-0.397196,-0.450303,0.098432,0.0792281,-0.37474,0.336555,0.026827,-0.353398,-0.453525,0.0363662,-0.0043722,-0.0368012,-0.0568033,-0.49198,0.0110559,0.090172,-0.551178,-0.350912,-0.470995,-0.303523,-0.295345,-0.382483,-0.034175,-0.514941,-0.431553,-0.374705,-0.00892287,-0.00764242,0.211556,0.155742,0.0428534,-0.0137055,0.00918394,-0.0897357,0.110968,-0.349338,-0.484141,0.204634,-0.453697,-0.487128,0.0723815
5,"WALKING_UPSTAIRS",0.268459,-0.032527,-0.107471,-0.0457238,0.185022,-0.308939,0.936822,-0.265943,-0.0232035,-0.95358,-0.900512,-0.92142,0.0795443,0.014013,-0.025591,-0.223897,-0.125027,-0.638369,0.0395191,-0.117196,0.0424443,-0.443342,-0.440346,-0.265451,-0.14303,-0.0559896,-0.0534895,-0.305245,-0.631822,-0.282154,0.0435562,-0.136736,0.0435562,-0.136736,-0.247403,-0.310187,-0.235517,-0.354688,-0.473488,-0.557988,-0.161485,0.0728903,-0.457471,-0.0047382,0.165038,-0.289257,-0.427706,-0.122487,-0.135265,-0.289725,-0.196818,-0.606717,-0.225328,-0.105311,-0.668826,-0.397836,-0.577009,-0.339641,-0.263615,-0.516609,-0.139801,-0.501686,-0.403486,-0.380378,-0.0615803,-0.138064,0.0608133,-0.169262,-0.254092,-0.0204949,-0.264675,-0.378617,0.124513,-0.392565,-0.440445,-0.0234002,-0.571344,-0.572485,0.00578631
6,"LAYING",0.248657,-0.0102529,-0.13312,-0.934049,-0.924645,-0.925216,-0.47671,0.956594,0.175868,-0.887746,-0.959162,-0.928131,0.0963482,-0.00114529,0.00328817,-0.966341,-0.933674,-0.959646,-0.0079605,-0.107218,0.179102,-0.955378,-0.943635,-0.939142,-0.111267,-0.0424104,-0.0717775,-0.939612,-0.958629,-0.959579,-0.918879,-0.897326,-0.918879,-0.897326,-0.954751,-0.950342,-0.90898,-0.920914,-0.955646,-0.953157,-0.939114,-0.923707,-0.938045,-0.932463,-0.929711,-0.924005,-0.21973,0.348419,0.161458,-0.967072,-0.936043,-0.954426,-0.968619,-0.935717,-0.963568,0.0114732,-0.0222029,0.0784684,-0.93544,-0.941772,-0.932637,-0.962165,-0.945365,-0.947137,0.102549,0.0236568,0.0445226,-0.912352,-0.905374,0.144605,-0.948655,-0.951553,0.182525,-0.930154,-0.928695,0.119318,-0.953696,-0.955505,0.163765
6,"SITTING",0.276778,-0.0145912,-0.110128,-0.980165,-0.923682,-0.925797,0.933693,0.0682629,0.069522,-0.988872,-0.960876,-0.955476,0.0754722,2.5565e-06,0.00623728,-0.969929,-0.945144,-0.958573,-0.0372442,-0.0899083,0.0854346,-0.957368,-0.94413,-0.939681,-0.0936694,-0.0333987,-0.0465504,-0.943715,-0.961781,-0.958788,-0.949544,-0.931573,-0.949544,-0.931573,-0.962734,-0.948182,-0.932704,-0.921259,-0.962929,-0.950151,-0.975351,-0.928264,-0.935798,-0.982451,-0.925677,-0.925768,0.00304695,0.123382,0.0818455,-0.971037,-0.947071,-0.9542,-0.971489,-0.94688,-0.961637,0.0999401,-0.150934,-0.0913485,-0.939671,-0.943857,-0.934765,-0.963407,-0.944901,-0.947327,0.13941,-0.129239,0.0438104,-0.93575,-0.939547,0.128902,-0.948349,-0.947305,0.171845,-0.929726,-0.929549,0.0461736,-0.952035,-0.951197,0.121847
6,"STANDING",0.280346,-0.0181236,-0.112173,-0.981758,-0.921493,-0.925692,0.945139,-0.230251,0.0139193,-0.985583,-0.968449,-0.942795,0.07307,0.00871884,-0.00481712,-0.973133,-0.949362,-0.967547,-0.0282519,-0.0589824,0.0767395,-0.947561,-0.942487,-0.947782,-0.103293,-0.0428828,-0.0506432,-0.946424,-0.962422,-0.962758,-0.945023,-0.93931,-0.945023,-0.93931,-0.967102,-0.956099,-0.939405,-0.915892,-0.963406,-0.952536,-0.9771,-0.930336,-0.942864,-0.984067,-0.921449,-0.922067,0.0664522,-0.086632,0.0208815,-0.973481,-0.951405,-0.963744,-0.975236,-0.950681,-0.969896,0.186559,-0.251014,-0.071534,-0.931612,-0.943273,-0.94324,-0.952817,-0.942539,-0.954456,-0.114716,-0.195978,-0.0778747,-0.94595,-0.944564,0.0373542,-0.955914,-0.955382,0.190944,-0.926664,-0.923109,-0.0701197,-0.955425,-0.952088,0.0276253
6,"WALKING",0.283659,-0.0168954,-0.110303,-0.296539,0.164214,-0.504324,0.958067,-0.214695,0.0331889,-0.97778,-0.964249,-0.957205,0.0699586,-0.0164832,-0.00738931,-0.132785,0.00808897,-0.575777,-0.0255096,-0.0744462,0.0838809,-0.446021,-0.331702,-0.383139,-0.0878891,-0.0362309,-0.0539597,-0.182601,-0.41639,-0.166684,-0.166841,-0.266734,-0.166841,-0.266734,-0.195117,-0.070603,-0.281208,-0.365603,-0.32129,-0.364708,-0.187934,0.140782,-0.49852,-0.345228,0.1017,-0.550475,-0.196842,0.0220734,0.185107,-0.150943,-0.0753742,-0.541439,-0.192695,0.0314451,-0.608624,-0.178295,-0.466306,-0.104129,-0.239651,-0.341378,-0.203575,-0.515324,-0.332009,-0.512209,0.091241,0.0416268,0.302875,-0.201387,-0.421683,0.20009,-0.0554014,-0.0965,-0.00922885,-0.329681,-0.510648,0.29311,-0.366501,-0.408079,0.100925
6,"WALKING_DOWNSTAIRS",0.277045,-0.0195368,-0.107209,0.383682,0.360165,-0.320204,0.928531,-0.214046,-0.00307982,-0.954406,-0.933578,-0.934379,0.103681,0.00987686,-0.00932471,0.165271,0.276544,-0.336817,-0.0960837,-0.0341782,0.0870013,-0.198304,-0.18923,-0.0940798,-0.0256452,-0.076809,-0.0372229,0.0393388,-0.193508,0.193206,0.333755,0.373612,0.333755,0.373612,0.103845,0.209502,0.0142678,-0.0426277,-0.0829367,-0.111228,0.328309,0.339771,-0.277603,0.40337,0.283248,-0.406014,-0.411649,0.0219112,0.306253,0.136555,0.137202,-0.283086,0.0886515,0.341242,-0.389057,-0.315758,-0.484344,-0.0348254,0.0633716,-0.130327,0.152845,-0.286725,-0.235471,-0.275667,0.00150447,0.151126,0.302964,0.395958,0.144623,0.106479,0.243834,0.154809,-0.00160659,-0.0143735,-0.242354,0.230693,-0.132705,-0.145734,0.0369463
6,"WALKING_UPSTAIRS",0.268229,-0.0272425,-0.122082,-0.050135,0.189276,-0.35352,0.913632,-0.340733,-0.0184609,-0.959399,-0.912901,-0.906196,0.0721067,0.00371343,-0.00237817,-0.180301,-0.0413995,-0.560831,-0.0767407,-0.0518982,0.0664234,-0.321974,-0.3158,-0.1839,-0.0652024,-0.0457705,-0.05768,-0.186763,-0.486494,-0.170815,0.0177791,-0.0791509,0.0177791,-0.0791509,-0.20738,-0.16997,-0.129121,-0.199894,-0.342895,-0.44008,-0.131075,0.0978035,-0.427248,-0.0211336,0.159124,-0.365874,-0.445121,-0.094883,-0.0667868,-0.244813,-0.122992,-0.549315,-0.186815,-0.0169811,-0.571674,-0.441959,-0.50117,-0.401684,-0.115065,-0.329654,-0.0464142,-0.390248,-0.313619,-0.309998,-0.055914,-0.129471,0.0102928,-0.0819479,-0.222161,-0.0140154,-0.169868,-0.177735,-0.0612378,-0.230627,-0.318174,0.0144807,-0.459236,-0.455938,0.0285054
7,"LAYING",0.250177,-0.0204412,-0.101361,-0.936514,-0.926263,-0.952978,-0.502814,0.393444,0.907538,-0.914221,-0.955544,-0.961909,0.0968904,0.0250624,-0.0131654,-0.980978,-0.973093,-0.972983,-0.00282642,-0.133606,0.15592,-0.960127,-0.945072,-0.955295,-0.105944,-0.0358897,-0.0671902,-0.973837,-0.976484,-0.988872,-0.936392,-0.90704,-0.936392,-0.90704,-0.980127,-0.967311,-0.915794,-0.918662,-0.983009,-0.971205,-0.953424,-0.942194,-0.958612,-0.931121,-0.922918,-0.953381,-0.635913,-0.0438293,0.237112,-0.980393,-0.972532,-0.969525,-0.98356,-0.975886,-0.975073,0.0207159,-0.0451343,0.0945606,-0.953685,-0.95757,-0.956905,-0.962348,-0.939728,-0.958876,-0.139745,-0.453726,0.0144683,-0.927977,-0.910542,-0.129091,-0.968066,-0.965359,0.217605,-0.941131,-0.918893,-0.265784,-0.974118,-0.969403,0.104423
7,"SITTING",0.284675,-0.014611,-0.122465,-0.972668,-0.909455,-0.856533,0.969148,0.00608847,0.0649636,-0.957082,-0.945436,-0.868603,0.066852,0.0116863,0.0162004,-0.982158,-0.969459,-0.972256,-0.049638,-0.033612,0.0259477,-0.941871,-0.944124,-0.937021,-0.0938156,-0.0396445,-0.0454566,-0.974369,-0.981025,-0.980955,-0.918432,-0.881958,-0.918432,-0.881958,-0.97656,-0.970243,-0.897871,-0.898063,-0.981665,-0.976214,-0.972697,-0.931491,-0.904675,-0.97288,-0.904629,-0.844083,-0.0334312,0.0147167,-0.101766,-0.982037,-0.969424,-0.968504,-0.984026,-0.971815,-0.974699,0.180133,-0.0815021,-0.0857528,-0.943632,-0.956678,-0.94742,-0.942726,-0.938245,-0.939826,-0.0716302,-0.308762,-0.018774,-0.908957,-0.886916,-0.011233,-0.970954,-0.968495,0.18123,-0.933082,-0.895805,-0.142831,-0.978635,-0.974966,0.0553639
7,"STANDING",0.282724,-0.014574,-0.0997778,-0.979308,-0.923401,-0.917064,0.958729,-0.117607,-0.0516574,-0.987918,-0.966163,-0.939161,0.0751915,0.006947,-0.010842,-0.976404,-0.965811,-0.97206,-0.0291582,-0.0774336,0.0851045,-0.945248,-0.949647,-0.951631,-0.090154,-0.0412798,-0.054539,-0.965983,-0.976838,-0.978167,-0.942725,-0.93359,-0.942725,-0.93359,-0.973381,-0.968566,-0.943426,-0.918439,-0.977377,-0.972108,-0.976682,-0.941884,-0.938551,-0.980541,-0.919119,-0.912359,-0.0797047,-0.15973,0.00098894,-0.976323,-0.967165,-0.96823,-0.978729,-0.96685,-0.974534,0.0987749,-0.18848,-0.0891602,-0.938122,-0.957549,-0.957165,-0.947892,-0.945818,-0.954339,-0.188058,-0.298449,-0.188117,-0.945611,-0.937288,-0.0288452,-0.967418,-0.969092,0.256759,-0.938705,-0.919848,-0.187182,-0.973671,-0.971899,0.0954707
7,"WALKING",0.275593,-0.0186537,-0.110912,-0.327243,-0.0772619,0.159631,0.932566,-0.159097,-0.160847,-0.979851,-0.969404,-0.95216,0.0901463,0.0184323,-0.0210399,-0.346026,-0.0547449,-0.149489,0.00228835,-0.0837114,0.0641105,-0.503314,-0.231098,-0.396014,-0.123654,-0.0447766,-0.0495713,-0.211667,-0.174136,-0.458303,-0.097809,-0.198555,-0.097809,-0.198555,-0.192949,-0.0275573,-0.305959,-0.198283,-0.300023,-0.0953401,-0.343048,-0.0641564,0.0385832,-0.322035,-0.143722,0.133317,-0.313727,0.160434,0.12463,-0.383716,-0.123193,-0.10649,-0.365315,-0.0431917,-0.190752,-0.284587,-0.287014,-0.244832,-0.318395,-0.151967,-0.366734,-0.563615,-0.290859,-0.46327,0.111913,0.273141,0.0143564,-0.151244,-0.351707,0.172998,-0.0384187,-0.0221384,-0.0127446,-0.19291,-0.343895,0.300316,-0.15534,-0.0841664,0.00088034
7,"WALKING_DOWNSTAIRS",0.280307,-0.0166332,-0.0969383,0.0660816,-0.138179,-0.0636402,0.930624,-0.129872,-0.154936,-0.964876,-0.952679,-0.928756,0.0968926,-0.0191061,-0.016039,0.0285034,-0.29628,-0.347108,-0.10541,-0.0497175,0.116895,-0.407744,-0.292626,-0.401051,-0.0597274,-0.0381904,-0.0789469,-0.510731,-0.29952,-0.4252,0.0198795,0.214544,0.0198795,0.214544,-0.17032,0.0901836,-0.188741,-0.259752,-0.39923,-0.294779,0.0443428,-0.145302,-0.139216,0.0730111,-0.190187,-0.100121,-0.365651,-0.0314737,0.0824424,-0.0305227,-0.316237,-0.296495,-0.00426289,-0.324379,-0.397775,-0.333627,-0.414196,-0.382024,-0.339301,-0.214443,-0.2996,-0.432731,-0.351718,-0.49512,-0.219868,0.200566,0.00763719,0.218911,0.0214441,0.00380298,0.0673899,0.107857,-0.0373844,-0.255045,-0.39691,0.235201,-0.289097,-0.353545,0.0819464
7,"WALKING_UPSTAIRS",0.248707,-0.0275639,-0.14377,-0.294873,-0.32616,-0.145665,0.818747,-0.240951,-0.4036,-0.932823,-0.939774,-0.881676,0.072465,-0.000812387,-7.45197e-05,-0.415153,-0.519898,-0.607808,-0.138778,-0.00247162,0.139217,-0.363853,-0.572997,-0.34898,-0.0856641,-0.0482219,-0.0724517,-0.616813,-0.671244,-0.682184,-0.198074,-0.334745,-0.198074,-0.334745,-0.458695,-0.471266,-0.239099,-0.418145,-0.66197,-0.676428,-0.336199,-0.381591,-0.317461,-0.27987,-0.341026,-0.124912,-0.432685,-0.135079,-0.273731,-0.454648,-0.537076,-0.581765,-0.426974,-0.534191,-0.63192,-0.391183,-0.425314,-0.627555,-0.383889,-0.56792,-0.40815,-0.368637,-0.579965,-0.393063,-0.329346,-0.0541175,-0.346106,-0.378619,-0.415307,-0.0892278,-0.454783,-0.497441,0.0458636,-0.533983,-0.444994,-0.165201,-0.673327,-0.704091,0.0473349
8,"LAYING",0.261254,-0.0212282,-0.102245,-0.943041,-0.934891,-0.932491,-0.40593,0.589922,0.719832,-0.918873,-0.95799,-0.941836,0.0878327,0.0233299,-0.0169219,-0.973253,-0.976521,-0.966088,0.00535361,-0.0891374,0.138188,-0.965204,-0.952039,-0.96759,-0.106445,-0.0389735,-0.0694123,-0.969924,-0.974186,-0.987601,-0.935309,-0.91325,-0.935309,-0.91325,-0.973147,-0.962955,-0.924253,-0.932471,-0.978438,-0.969029,-0.953539,-0.951817,-0.94427,-0.940125,-0.931237,-0.931146,-0.307248,0.00539754,0.192436,-0.973111,-0.975877,-0.962111,-0.97596,-0.979171,-0.968699,0.164984,0.00667286,0.120249,-0.957904,-0.957411,-0.967461,-0.967846,-0.950316,-0.970672,-0.105591,-0.19988,0.213568,-0.93228,-0.917258,0.0484988,-0.961793,-0.963791,0.350823,-0.944529,-0.936787,-0.0620564,-0.968404,-0.971793,0.219371
8,"SITTING",0.267491,-0.00672551,-0.104461,-0.979026,-0.927332,-0.939553,0.832454,0.240095,0.263895,-0.966758,-0.937462,-0.935475,0.0786714,-0.00657516,-0.0106809,-0.985189,-0.980785,-0.985286,-0.0547397,-0.0955089,0.0716049,-0.984524,-0.971501,-0.959624,-0.092315,-0.0402674,-0.0445732,-0.993265,-0.988876,-0.985241,-0.95214,-0.929944,-0.95214,-0.929944,-0.986062,-0.980667,-0.932682,-0.953002,-0.991807,-0.986757,-0.981143,-0.94422,-0.959436,-0.978257,-0.92383,-0.93389,-0.164187,0.107278,0.0600485,-0.984977,-0.980221,-0.982995,-0.986914,-0.983039,-0.986185,0.227829,0.0527157,0.00883768,-0.9822,-0.97659,-0.961799,-0.985339,-0.968924,-0.962632,0.116742,-0.261139,-0.0430177,-0.947982,-0.931721,0.121543,-0.980932,-0.97932,0.306788,-0.965807,-0.953251,-0.141126,-0.987731,-0.986147,0.166639
8,"STANDING",0.279621,-0.0148113,-0.106115,-0.988815,-0.938479,-0.926065,0.95767,-0.0904603,-0.0979392,-0.98769,-0.958904,-0.918294,0.0753739,0.00814952,0.00322153,-0.989199,-0.976442,-0.982611,-0.0219672,-0.0280118,0.0636889,-0.97299,-0.969421,-0.974118,-0.0977576,-0.0485191,-0.0478483,-0.981573,-0.985509,-0.989271,-0.953763,-0.937187,-0.953763,-0.937187,-0.984921,-0.979932,-0.952848,-0.953225,-0.987581,-0.98246,-0.98822,-0.950049,-0.950363,-0.989184,-0.936232,-0.919745,0.0231156,0.0771843,0.121181,-0.989029,-0.976178,-0.979477,-0.990414,-0.978582,-0.984466,0.267296,-0.0598196,0.0692831,-0.969677,-0.972595,-0.975512,-0.974201,-0.968055,-0.975976,-0.154243,-0.197393,0.0222011,-0.953746,-0.938628,0.110647,-0.979746,-0.979135,0.308061,-0.964564,-0.95412,-0.10878,-0.983709,-0.981832,0.179174
8,"WALKING",0.274686,-0.0186629,-0.107252,-0.173606,0.380782,-0.142089,0.913586,-0.217102,-0.186268,-0.974752,-0.956782,-0.95664,0.0703393,-0.00603948,-0.000673799,-0.258689,0.233988,-0.383201,0.0235088,-0.0957918,0.0509658,-0.19921,-0.211997,-0.0754448,-0.135886,-0.0314881,-0.0522684,-0.246083,-0.428056,-0.388447,0.0516786,-0.180407,0.0516786,-0.180407,-0.0668322,-0.184571,-0.00310244,-0.238747,-0.339129,-0.502957,-0.247389,0.316982,-0.238635,-0.148387,0.324845,-0.158437,-0.380892,0.00356164,0.111947,-0.311199,0.0796833,-0.361563,-0.271448,0.315884,-0.404483,-0.345898,-0.419278,-0.247485,-0.102063,-0.25973,-0.132902,-0.234252,-0.190806,-0.142974,-0.176032,-0.102882,-0.218801,-0.0952173,-0.360819,0.204081,-0.123834,-0.276436,0.17619,-0.301242,-0.32746,0.0890006,-0.473026,-0.58124,0.29459
8,"WALKING_DOWNSTAIRS",0.283484,-0.0211059,-0.107598,0.0241393,0.343826,0.133717,0.914023,-0.18761,-0.141818,-0.945767,-0.941581,-0.89719,0.118938,-0.0380194,-0.0394356,0.250144,0.288141,-0.0135136,-0.12119,-0.050076,0.114144,-0.258431,0.0243131,-0.129565,-0.0349283,-0.053497,-0.0867903,-0.267888,-0.0704527,-0.189604,0.176599,0.131338,0.176599,0.131338,0.262628,0.253408,0.099343,-0.0466292,-0.126189,-0.157485,0.13659,0.388413,0.15959,-0.0260463,0.232184,0.0214915,-0.200758,0.0511555,0.223078,0.214841,0.22064,0.0586097,0.172659,0.273944,-0.0846674,-0.170998,-0.337651,-0.180391,-0.13074,0.116091,0.0277498,-0.302735,-0.0461356,-0.268253,-0.177173,0.0716794,-0.0051304,0.301627,-0.156141,0.229145,0.331528,0.134735,0.181423,-0.00036273,-0.25559,0.267676,-0.12518,-0.262984,0.242844
8,"WALKING_UPSTAIRS",0.25888,-0.0282415,-0.115122,-0.171712,0.348769,0.121187,0.860369,-0.291341,-0.192307,-0.926673,-0.931032,-0.876169,0.0813817,0.0141206,-0.0674584,-0.186619,-0.0123501,-0.447518,0.192704,-0.204205,-0.0724546,-0.367428,-0.0666981,0.337526,-0.155446,-0.0279196,-0.053409,-0.405071,-0.424676,-0.430367,0.121027,-0.2272,0.121027,-0.2272,-0.141495,-0.228296,0.166448,-0.109328,-0.400664,-0.493975,-0.166411,0.263431,-0.0729497,-0.175285,0.305401,0.133766,-0.290118,-0.100254,-0.191853,-0.200277,-0.0257953,-0.386656,-0.247337,-0.0700821,-0.508248,-0.11599,-0.34403,-0.368783,-0.240261,-0.113162,0.165974,-0.409956,-0.0478803,0.263203,-0.221045,-0.184404,-0.296235,-0.130265,-0.409283,0.207071,-0.131851,-0.379266,0.274549,-0.229611,-0.183326,-0.128115,-0.463271,-0.575733,0.251663
9,"LAYING",0.275846,-0.0205268,-0.10755,-0.942333,-0.916293,-0.940707,-0.580253,-0.119154,0.957873,-0.921821,-0.969994,-0.971205,0.0880734,0.0115617,-0.00705368,-0.96474,-0.963997,-0.958562,-0.013632,-0.158903,0.101275,-0.942247,-0.926619,-0.961595,-0.103847,-0.0275523,-0.056949,-0.945329,-0.96217,-0.977076,-0.930868,-0.915127,-0.930868,-0.915127,-0.963375,-0.955027,-0.907125,-0.898558,-0.964525,-0.952802,-0.946865,-0.934367,-0.945919,-0.940981,-0.912837,-0.941971,-0.445963,-0.215337,0.178107,-0.964304,-0.964083,-0.955909,-0.968601,-0.966634,-0.959715,-0.0850309,-0.227094,-0.0943744,-0.930298,-0.93458,-0.959815,-0.946389,-0.923132,-0.965686,-0.230699,-0.321207,-0.0551254,-0.926604,-0.92193,-0.0856091,-0.954321,-0.955095,0.167003,-0.918605,-0.903401,-0.206344,-0.955806,-0.95229,-0.0162014
